typeID,typeName,description,raceName
23919,Aeon,"Ships like the Aeon have been with the Empire for a long time. They have remained a mainstay of Amarr expansion as, hopeful for a new beginning beyond the blasted horizon, whole cities of settlers sojourn from their time-worn homesteads to try their luck on infant worlds. The Aeon represents the largest ship of its kind in the history of the Empire, capable of functioning as a mobile citadel in addition to fielding powerful wings of fighter bombers.",Amarr
24483,Nidhoggur,"Essentially a pared-down version of its big brother the Hel, the Nidhoggur nonetheless displays the same austerity of vision evident in its sibling. Quite purposefully created for nothing less than all-out warfare, and quite comfortable with that fact, the Nidhoggur will no doubt find itself a mainstay on many a battlefield.",Minmatar
24688,Rokh,"Having long suffered the lack of an adequate hybrid platform, the Caldari State's capsule pilots found themselves rejoicing as the Rokh's design specs were released. A fleet vessel if ever there was one, this far-reaching and durable beast is expected to see a great deal of service on battlefields near and far.",Caldari
24690,Hyperion,"Recognizing the necessity for a blaster platform to round out their high-end arsenal, the Federation Navy brought in top-level talent to work on the Hyperion. The result: one of the most lethal and versatile gunboats ever to take to the dark skies.",Gallente
24692,Abaddon,"The Abaddon class ship is a celestial tool of destruction. It is designed to enter combat from the outset, targeting enemies at range and firing salvo after salvo at them, and to remain intact on the battlefield until every heretic in sight has been torn to shreds.",Amarr
24694,Maelstrom,"With the Maelstrom, versatility is the name of the game. Its defensive capabilities make it ideally suited for small raid groups or solo work, while its 8 turret hardpoints present opportunities for untold carnage on the fleet battlefield. ",Minmatar
24696,Harbinger,"Right from its very appearance on a battlefield, the Harbinger proclaims its status as a massive weapon, a laser burning through the heart of the ungodly. Everything about it exhibits this focused intent, from the lights on its nose and wings that root out the infidels, to the large number of turreted high slots that serve to destroy them. Should any heathens be left alive after the Harbinger's initial assault, its drones will take care of them.",Amarr
24698,Drake,"Of the meticulous craftsmanship the Caldari are renowned for, the Drake was born. It was found beneath such a ship to rely on anything other than the time-honored combat tradition of missile fire, while the inclusion of sufficient CPU capabilities for decent electronic warfare goes without saying.",Caldari
24700,Myrmidon,"Worried that their hot-shot pilots would burn brightly in their eagerness to engage the enemy, the Federation Navy created a ship that encourages caution over foolhardiness. A hardier version of its counterpart, the Myrmidon is a ship designed to persist in battle. Its numerous medium and high slots allow it to slowly bulldoze its way through the opposition, while its massive drone space ensures that no enemy is left unscathed.",Gallente
24702,Hurricane,"The force with which this ship hits is more than sufficient to leave a trail of shattered enemies, floating around like so much lifeless debris. An adaptable vessel, it has enough turret hardpoints for a full-scale assault while remaining versatile enough to allow for plenty of missile fire, and has both sufficient speed to outrun its enemies and sufficient capacitor charge to outlast them.",Minmatar
25560,Opux Dragoon Yacht,Originally designed and built by Roden Shipyards exclusively for the Caldari Gaming Commission the Opux Dragoon Yacht is now being supplied to the IGC. Dragoon class Yachts are used to carry wealthy spectators for various high-profile sporting events around the galaxy.,Gallente
26840,Raven State Issue,"This State Issued version of the powerhouse Caldari Battleship - The Raven - was designed in a joint venture by the eight Caldari supercorporations. It was created expressly to honor those whose valor in combat, and adherence to the Caldari code of battle, has surpassed that of their comrades in arms. Of course, should the ship be lost, the immense dishonour to the pilot demands that he take his own life, but seeing as how this wouldn't affect him in the slightest, tradition holds that the highest-ranked of the surviving crew members take his place.",Caldari
26842,Tempest Tribal Issue,"Commissioned by the four ruling tribes of the Republic, the Tribal Issue of their Fleet's key vessel is presented only to those who have displayed unyielding valor in the Republic's interest, and a tireless commitment to maintenance of the Tribes' precious freedom. Given the ship's status as a badge of honour, it is not uncommon for pilots or ship crew to add special tattoos to their anatomy, celebrating both the gift of the ship and the honour of piloting it.",Minmatar
27299,Civilian Amarr Shuttle,Amarr Shuttle,Amarr
27301,Civilian Caldari Shuttle,Caldari Shuttle,Caldari
27303,Civilian Gallente Shuttle,Gallente Shuttle,Gallente
27305,Civilian Minmatar Shuttle,Minmatar Shuttle,Minmatar
28352,Rorqual,"The Rorqual was conceived and designed by Outer Ring Excavations in response to a growing need for capital industry platforms with the ability to support and sustain large-scale mining operations in uninhabited areas of space.

To that end, the Rorqual's primary strength lies in its ability to grind raw ores into particles of smaller size than possible before, while still maintaining their distinctive molecular structure. This means the vessel is able to carry vast amounts of ore in compressed form.

Additionally, the Rorqual is able to fit a capital tractor beam unit, capable of pulling in cargo containers from far greater distances and at far greater speeds than smaller beams can. It also possesses a sizeable drone bay, jump drive capability and the capacity to fit a clone vat bay. This combination of elements makes the Rorqual the ideal nexus to build deep space mining operations around.

Due to its specialization towards industrial operations, its ship maintenance bay is able to accommodate only industrial ships, mining barges and their tech 2 variants.",ORE
28606,Orca,"The Orca was developed as a joint venture between Outer Ring Excavations and Deep Core Mining Inc as a vessel to help meet the demands of New Eden's industry and provide a flexible platform from which mining operations can be more easily managed.

The Orca uses much of the technology developed by ORE for the Rorqual and integrated with the latest advancements from Deep Core Mining research division has developed a vessel which offers a diverse role to all sizes of operations and needs. ",ORE
28659,Paladin,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today’s warship technology. While being thick-skinned, hard-hitting monsters on their own, they are also able to use Bastion technology. Similar in effect to capital reconfiguration technology, when activated the Bastion module provides immunity to electronic warfare and the ability to withstand enormous amounts of punishment, at the cost of being stationary.

Developer: Carthum Conglomerate 

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense.",Amarr
28661,Kronos,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today’s warship technology. While being thick-skinned, hard-hitting monsters on their own, they are also able to use Bastion technology. Similar in effect to capital reconfiguration technology, when activated the Bastion module provides immunity to electronic warfare and the ability to withstand enormous amounts of punishment, at the cost of being stationary.

Developer: Duvolle Labs

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.",Gallente
28665,Vargur,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today’s warship technology. While being thick-skinned, hard-hitting monsters on their own, they are also able to use Bastion technology. Similar in effect to capital reconfiguration technology, when activated the Bastion module provides immunity to electronic warfare and the ability to withstand enormous amounts of punishment, at the cost of being stationary.

Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor Tribe's philosophy of warfare: simply fit as much firepower onto your ship as possible. Defense systems and electronics arrays therefore take a back seat to sheer annihilative potential.",Minmatar
28710,Golem,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today’s warship technology. While being thick-skinned, hard-hitting monsters on their own, they are also able to use Bastion technology. Similar in effect to capital reconfiguration technology, when activated the Bastion module provides immunity to electronic warfare and the ability to withstand enormous amounts of punishment, at the cost of being stationary.

Developer: Lai Dai 

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.",Caldari
28844,Rhea,"It wasn't long after the Thukkers began deploying their jump capable freighters that other corporations saw the inherent tactical value of such ships. After extended negotiations, Ishukone finally closed a deal exchanging undisclosed technical data for the core innovations underpinning the original Thukker Tribes design allowing them to rapidly bring to the market the largest jump capable freighter of them all, the Rhea, a true behemoth of the stars.

Developer: Ishukone

Ishukone, always striving to be ahead of the competition, have proved themselves to be one of the most adept starship designers in the State. A surprising majority of the Caldari Fleets ships of the line were created by their designers. Respected and feared by their peers Ishukone remain amongst the very top of the Caldari corporate machine.",Caldari
28846,Nomad,"There is continuing speculation as to how exactly the Thukkers manage to move their vast caravans throughout space relatively undetected, but their expertise with jump drive technology became glaringly apparent when they created the Nomad. Now seeing widespread service with roving Thukker outrider detachments, the Nomad is rapidly becoming an essential part of Thukker life away from the great caravans.

Developer: Thukker Mix

Thukkers spend their entire lives forever wandering the infinite in their vast caravans. As such their technology is based as much upon necessity as their ingenious ability to tinker. Their ship designs therefore tend to based upon the standard empire templates but extensively modified for the Thukkers unique needs.",Minmatar
28848,Anshar,"CreoDron surprised many by their quick conception of the Anshar, a stark diversification from their usual drone centric ship designs. The Anshar's specially-developed cargo-manipulation drones allowed CreoDron to optimize their loading algorithms and fully utilize every nook and cranny of the ship's spacious interior, ensuring it more than holds its own amongst its peers.  

Developer: CreoDron

As the largest drone developer and manufacturer in space, CreoDron has a vested interest in drone carriers but has recently begun to expand their design focus and employ drone techniques on whole other levels which has led some to question where this leap in technology came from.
",Gallente
28850,Ark,"At the end of days when they descend
Watch for the coming of the Ark
For within it
Salvation is carried.

<i>-The Scriptures, Apocalypse Verses 32:6</i>

Developer: Carthum Conglomerate

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems they provide a nice mix of offense and defense. On the other hand, their electronics and shield systems tend to be rather limited.

",Amarr
29248,Magnate,"This Magnate-class frigate is one of the most decoratively designed ship classes in the Amarr Empire, considered to be a pet project for a small, elite group of royal ship engineers for over a decade. The frigate's design has gone through several stages over the past decade, and new models of the Magnate appear every few years. The most recent versions of this ship – the Silver Magnate and the Gold Magnate – debuted as rewards in the Amarr Championships in YC105, though the original Magnate design is still a popular choice among Amarr pilots. ",Amarr
29266,Apotheosis,"""For you, children, on your fifth birthday. May your next five years be as full of promise and hope, and may you one day walk with us as equals among the stars.""

<br><br><i>Idmei Sver, Society of Conscious Thought, on the fifth anniversary of the Capsuleer Era.</i>",Jove
29328,Amarr Media Shuttle,Modified shuttle used by the Amarr media to report on events.,Amarr
29330,Caldari Media Shuttle,Modified shuttle used by the Caldari media to report on events.,Caldari
29332,Gallente Media Shuttle,Modified shuttle used by the Gallente media to report on events.,Gallente
29334,Minmatar Media Shuttle,Modified shuttle used by the Minmatar media to report on events.,Minmatar
29336,Scythe Fleet Issue,"The Scythe Fleet Issue is a throwback to earlier days of Minmatar ship design, when the scarcity of resources meant that a single ship needed to be able to do almost everything. While often dubbed a ""mini-Typhoon"" for this reason, this versatile gunboat nonetheless has nowhere near the defensive capabilities of its larger ancestor. What it does bring to the table, however, is unparalleled agility and unpredictability. A squadron of these ships can be an immense thorn in the side of even the most able and well-equipped fleet commander.",Minmatar
29337,Augoror Navy Issue,"The Navy-issued version of the Augoror cruiser is an extremely resilient piece of hardware able to provide very good support in fleet battles, but it is also a relatively nimble cruiser ideally suited for escort duties as well as smaller skirmishes. Created to fill a void within the ranks of the traditionally slow and lumbering Amarrian fleet, this vessel has fit in perfectly.",Amarr
29340,Osprey Navy Issue,"Caldari ships have never been renowned for their speed. With this in mind, Caldari Navy engineers set about designing the Osprey Navy Issue. The fastest Caldari cruiser in existence and a formidable missile boat, this vessel gives Navy personnel and State loyalists alike greater opportunities to conduct true skirmish warfare than ever before.",Caldari
29344,Exequror Navy Issue,"The Exequror Navy Issue was commissioned by Federation Navy High Command in response to the proliferation of close-range blaster vessels on the modern stellar battlefield. While it doesn't boast the speed of some of its class counterparts, this up-close-and-personal gunboat nonetheless possesses some of the more advanced hybrid plasma-coil compression subsystems available, making it a lethal adversary in any upfront engagement.",Gallente
29984,Tengu,"When we first saw the flock, we were surrounded, caught in a spectacle of stimuli. Brilliant colors, dancing lights, beautiful cacophonies, wafting ambrosia. Those birds surrounded us, each one a different shape, an altered species, a new wonder. I tried to follow a single bird, but my efforts were futile: Transformation is natural to their existence. Imagine it: an undulating mass, a changing mob, all those beasts partaking in wonderful transmogrification.  

These were our augurs, our deliverers, our saviors. Standing amidst the flock, we should have feared their glory; instead, we drew hope. This moment is the first time I understood what it meant to be Caldari: Divinity in the flock, delivery in flux, one being, many changes.

   - Janto Sitarbe, <i>The Legendary Flock</i>
",Caldari
29986,Legion,"Revelation burrows through the material world, devours creation's soil, digests the thoughtless void, and produces significance with God's grace. From emptiness comes meaning, essence from existence, soul from matter.

Is God through the wormhole? Did God grant us this boon, this new technology, a revelation from on high? These weapons are God's new prophecy, domain, and blessing. Let us use God's grace and prepare New Eden. We are God's soldiers, weapons, glory. Our people are God's army. Together, we are the legion.

    -<i>The Heresies of Hinketsu</i>",Amarr
29988,Proteus,"Freedom is liquid, supple, mellifluous. It surrounds us, engulfs our bodies, drowns our fear. We plumb freedom's depths and consume the nourishment within. From these waters, we are born; when we die, we shall return to those waters. 

Out there, among the stars, are the waters, freedom incarnate. That dark, endless void is our destiny, our path, our goal. We must not fear it, nor should we control it. Rather, we should embrace it, trust it, love it. Its ever-changing face, its protean existence, is our very essence. We are those stars, the void, the awesome waters of space: ancient, forever, free.

    - Jinsente Parmen, <i>The Gallente in New Eden</i>",Gallente
29990,Loki,"For many Minmatar, the high mountains of Matar hold wonders unknown to the rest of New Eden: hidden glens, beautiful creatures, buried customs. Not surprisingly, the Krusual tribe lay claim to these mountains, their home for generations and base to their machinations.

Krusual elders whisper ancient tales among their huddled tribes, describing the glory of heroes past and enigmatic prophecies of old. On the darkest day, at the most hopeless moments, an elder may speak of <i>Loki</i>, in reverent tones and excited hushes. In the ancient tongue, the <i>Loki</i> are the crux of Krusual thought. There is no direct translation for this word; in fact, <i>Loki</i> translates differently among the elders. It can mean “hidden wonder” or “secret passage”, “changing mask” or “unseen dagger”. Regardless of its context, <i>Loki</i> has one meaning common to all its tales across all the elders: “hope”.
",Minmatar
30842,InterBus Shuttle,"InterBus commissioned Duvolle Laboratories to design them an upgraded shuttlecraft in YC 106. The result was this vessel, which combines compact size with a surprisingly large cargo hold - ideal for the multipurpose transportation that InterBus specializes in.

The ship remained a closely-guarded Interbus asset for many years, but in YC111 it was made available to select capsuleer pilots as part of an outreach programme intended to raise awareness of the InterBus brand among the growing capsuleer population. It remains, however, a very rare sight among the spacelanes and is considered by many to be a valuable collector's item.",Gallente
32207,Freki,"Developed along with the first wave of Minmatar assault frigates but later abandoned due to cost, the Freki is known for its extremely well designed warp core that enables it to arrive first on the scene to snare and eliminate its target.

It is rarely seen on the battlefield, as only a limited number have ever gone into production. It is usually given to pilots as a reward for their excellence in combat.",Minmatar
32209,Mimir,"A highly experimental prototype created by Minmatar scientists, intended to combine the qualities of their front line heavy assault cruisers. Heavily plated and sporting additional thrusters, this ship is not to be taken lightly.

Rarely seen these days, the ship is typically given out only to select pilots as a reward for their excellence in combat.

",Minmatar
32305,Armageddon Navy Issue,"An improved version of the feared Armageddon-class battleship, this vessel is probably one of the deadliest war machines ever built by the hand of man. Commanding one is among the greatest honors one can attain in the Amarr Empire, and suffering the fury of its turret batteries is surely the fastest way to reunite with the void.",Amarr
32307,Dominix Navy Issue,"The Dominix Navy Issue's past is prominently interwoven with history, as it is known to have directly participated in the blockade and bombardment of Caldari Prime along with the Dracofeu orbital-class bomber two centuries ago. Engineered for capsule compliance, and refitted to serve more traditional combat roles, the Dominix Navy Issue today remains an extremely effective vessel and an invaluable asset in close- to mid-range battle situations.",Gallente
32309,Scorpion Navy Issue,"This ship's design represents a radical turnaround in Caldari philosophy, particularly when compared to that of its regular Scorpion-class counterpart. Abandoning the concept of an electronic warfare platform, this vessel's creators instead set their sights on direct combat, with superior shielding and offensive capabilities giving this monster the undeniable upper hand in a vast range of tactical situations.",Caldari
32311,Typhoon Fleet Issue,"Possibly the most versatile vessel in New Eden, the Typhoon Fleet Issue is a true wonder in design adaptability. Boasting improved fittings, speed and weapon hardpoints over its standard counterpart, this ship is widely known as an invaluable wild card in any small-scale engagement.",Minmatar
32788,Cambion,"The Cambion is the result of Caldari State Executor Tibus Heth's insistence that modern weapons of war be able to continually outperform previous standardized versions. While that effort is rumored to have been hit-and-miss (resulting in great scientific advances at the cost of a stunning array of misfortunes), it is absolutely undeniable that the Cambion has been one of its great successes, a feat that likely could not have been achieved in a different political milieu. 

The Cambion is an out-and-out brawler. Taking note from the Merlin – a versatile combat frigate in its own right – this ship is intended to rush in, overheat everything it runs, hit hard with everything it has and get out moments before death can find it.",Caldari
32790,Etana,"The Etana came into existence as one of numerous secret projects under Tibus Heth's rule. As part of those revolutionary and paranoid times in the Caldari State, political emphasis on technological research was split between a need for inexpensive improvements in warfare and a need for advances in espionage and the arts of secrecy. 

One of the outcomes of that research was an improvement on the Osprey, whose versatility and low manufacturing cost made it a natural candidate for improvements. The resulting vessel maintained the shield defenses known among similar ships of its type, while adding an array of remarkable black ops capabilities. In fact, it is reputed that initial prototypes were employed to spy on interstellar activities near the recaptured Caldari Prime, as part of Tibus Heth's continually growing espionage initiative.


",Caldari
32811,Miasmos Amastris Edition,"The Miasmos (originally Iteron Mark IV) Amastris Edition is a limited edition cargo hauler awarded to pilots who have displayed extraordinary aptitude in capsuleer training. 

It boasts a more powerful warp engine and a bigger cargo hold capacity than the Miasmos design on which it is based, in addition to state-of-the-art lateral thrusters allowing for improved agility.

Among recent capsuleer graduates from New Eden's academic institutions, this vessel is considered a distinguished status symbol, although the quiet presence of certain unmarked, sealed containers at the back of the ship's hull tends to unnerve some of the crews.",Gallente
32840,InterBus Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.

Ostensibly a civilian transport corporation, InterBus claims it possesses no military capabilities. Despite this, small numbers of Catalyst hulls bearing the corporation's distinctive yellow color scheme continue to circulate among capsuleers. InterBus has thus far declined to make any comment on their provenance, which if anything has raised their value among collectors.",Gallente
32842,Intaki Syndicate Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.

The Intaki Syndicate fields large numbers of Catalysts as deep-space patrol craft. Its heavy armament lets it punch well above their weight, and its expansive cargo bay allows it to cruise for months between supply stops. Recently though, the Syndicate has retired a considerable number of its older hulls, with rumors suggesting their imminent replacement by a newer destroyer design. Regardless, their extensive military service gives them particular cachet among capsuleer collectors.",Gallente
32844,Inner Zone Shipping Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.

Inner Zone Shipping's main claim to fame is as the Bank of Luminaire's preferred courier for high-value shipments. Catalysts are their preferred escort craft, combining high speed and maneuverability with an extremely heavy punch. For its highest-value runs, IZS prefers to use brand-new hulls, which are then immediately sold off after use to prevent unscrupulous elements from tracking their ID numbers. While most of these ships are repainted and sold as stock, Inner Zone has discovered a lucrative sideline in selling a few on to capsuleer collectors, who place a premium on ships with interesting histories.",Gallente
32846,Quafe Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.

In its continuing campaign to gain 100% brand awareness, Quafe is constantly looking for new ways to draw attention. One of their recent successes has been the distribution of limited-edition Quafe ships to eager capsuleers, and this Catalyst is one of their latest offerings. While functionally just a stock Catalyst, this ship's iridescent blue paint job and prominent Quafe logos makes it a highly sought-after collector's item - as well as an unmissable advert for Quafe's market-leading range of thirst-quenching beverages!",Gallente
32848,Aliastra Catalyst,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.

Aliastra purchased a large fleet of Catalysts several years ago, to protect its inter-Empire shipping routes. Subsequent evaluations determined that the Catalyst was considerably over-gunned for many of its safer routes, so 30% of their hulls were sold off and replaced by cheaper frigates. Some of these ships have since been retro-fitted for capsuleer use, and their distinctive color scheme makes them something of a collector's item.",Gallente
32872,Algos,"The Algos, as is custom with the Gallente, relies on swiftness of action - preferably at a respectable distance - to accomplish its goals. In this it reflects well-honed Gallente values, which include taking independent action without taking forever to wait for a committee decision, and also doing so, if at all possible, in a fashion that allows for a nice, safe buffer for immediate retreat; because theory is one thing, and practice is sometimes quite another.

As such, the Algos focuses on being able to hit its targets in rapid-fire fashion, with guns that fire fast and drones that race through space with destruction in mind.",Gallente
32874,Dragoon,"The Dragoon follows old religious tenets - ones thought rather dark by the majority of the cluster, but found perfectly normal by Amarr minds - that to exist as God's chosen people means fulfilling a very definite and often forceful role. This includes not only imposing the will of God, often through the time-honored methods of mindless proxies, but also profiting, even being nourished, off the energies of others.

As such, the Dragoon focuses on sending out a mass of drones, ones capable not only of swiftly hunting down their targets but also of inflicting tons of damage once contact is made. Moreover, the Dragoon is able to drain the target's energy in the meanwhile, all with the aim of leaving it little more than a trembling husk.",Amarr
32876,Corax,"The Corax adheres to the well-established Caldari design philosophy that there is strength in numbers, and that the messages sent to an enemy should be strong and unequivocal. This applies equally to peace talks as it does to actual engagements on the battlefield - there should be no doubt in the strength of Caldari spirit, nor in the fact that when one blow has been struck, others are going to follow.

As such, the Corax does not pepper its opponents with pellets from a gun, nor does it toast them with continuous beams of light. Instead, it delivers strong, hard-hitting payloads at a pace that's not only steady, but rapid enough to rock its targets and knock them off-balance.",Caldari
32878,Talwar,"The Talwar is redolent of the renowned Minmatar practicality in terms of battle. Irrespective of numbers, firepower and circumstances, their strategy when engaged in combat often revolves around the same central tenet: Stay untouchable as much as you can, either by sneaking around or rushing in, do as much damage as fast as you can, and get out before you get killed.

As such, the Talwar does not come equipped to hang around forever on the battlefield. It is built to rush around at speed without getting caught, and to hit very hard and very, very fast.",Minmatar
32880,Venture,"Recognizing the dire need for a ship capable of fast operation in unsafe territories, <a href=showinfo:30//500014>ORE</a> created the Venture. It was conceived as a vessel primed and ready for any capsuleer, no matter how new to the dangers of New Eden they might be, who wishes to engage in the respectable trade of mining.

The Venture has amazing abilities to quickly drill through to the ores and gases it's after, harvesting them at the speed necessary for mining in hostile space, and getting out relatively unscathed.",ORE
32983,Sukuuvestaa Heron,"The Heron has good computer and electronic systems, giving it the option of participating in electronic warfare. But it has relatively poor defenses and limited weaponry, so it's more commonly used for scouting and exploration.

This Heron bears the distinctive appearance of a vessel built for the Sukuuvestaa megacorporation. Known for extremely aggressive business practices, Sukuuvestaa is a powerful megacorporation with dealings in many sectors, most notably real estate and agriculture.",Caldari
32985,Inner Zone Shipping Imicus,"The Imicus is a slow but hard-shelled frigate, ideal for any type of scouting activity. Used by merchant, miner and combat groups, the Imicus is usually relied upon as the operation's eyes and ears when traversing low security sectors.

This Imicus has served as a forward scout for Inner Zone Shipping's high value courier operations, as indicated by its distinctive corporate coloring.",Gallente
32987,Sarum Magnate,"This Magnate-class frigate is one of the most decoratively designed ship classes in the Amarr Empire, considered to be a pet project for a small, elite group of royal ship engineers for over a decade. The frigate's design has gone through several stages over the past decade, and new models of the Magnate appear every few years. The most recent versions of this ship – the Silver Magnate and the Gold Magnate – debuted as rewards in the Amarr Championships in YC105, though the original Magnate design is still a popular choice among Amarr pilots. 

This Magnate is emblazoned with the coloring and insignia of the Sarum royal family. A visible beacon of Amarrian superiority, it was built to serve as a vanguard of the next great Reclaiming.",Amarr
32989,Vherokior Probe,"The Probe is large compared to most Minmatar frigates and is considered a good scout and cargo-runner. Uncharacteristically for a Minmatar ship, its hard outer coating makes it difficult to destroy, while the limited weapon hardpoints force it to rely on fighter assistance if engaged in combat.

This Probe was commissioned by the Vherokior tribal leadership and bears their colors and insignia. The Vherokior have less political influence than many other tribes, but have become an integral part of both the public and private sectors of the Republic economy.",Minmatar
33079,Hematos,"The Hematos is one of the smallest Blood Raider vessels in existence, though that doesn't make its appearance any less terrifying to the hapless innocents it may encounter. Like a spider, it is built to trap and drain any victim careless enough to wander into its clutches.

The Hematos is often employed by novice ship captains and staffed with crew that may not quite have mastered the art of bloodletting, which goes some way to explain its saturation of onboard cleaning systems.",Amarr
33081,Taipan,"The Taipan is one of the smaller types of Gurista vessels. While the design is based on a pre-existing Caldari ship type - the Guristas delight in stealing anything they can from their hated enemies - its internal workings have been heavily modified. Not content to rely on the Caldari's focus on missile combat, the Guristas have added the drone power of the Gallente.",Caldari
33083,Violator,"The Violator is one of the smallest of the Serpentis vessels. Its design was unceremoniously stolen from the Gallente, though its inner workings have been adapted to fit the piratical lifestyle of the Serpentis: In addition to its excellent hybrid damage, it is capable of webbing its opponents and holding them down for a further beating.",Gallente
33099,Nefantar Thrasher,"Engineered as a supplement to its big brother the Cyclone, the Thrasher's tremendous turret capabilities and advanced tracking computers allow it to protect its larger counterpart from smaller, faster menaces. The integration of the newly re-established <a href=""http://wiki.eveonline.com/en/wiki/Nefantar"">Nefantar tribe</a> into Minmatar society has been a trying process for all involved. One recent success has been the commissioning of a fledgling patrol fleet to protect the tribe's new spaceborne assets: as other tribes have stocked up on newer Talwar-class destroyers, the Nefantar have managed to acquire a large stock of older Thrashers for their own use. Keen to raise their visibility within the Minmatar Republic, they have been more than happy to allow willing capsuleers to acquire surplus hulls on the condition that they remain painted in Nefantar colors.",Minmatar
33151,Brutix Navy Issue,"This ship was born out of the experience gained by the Federation after the launch of the Talos-Class Attack Battlecruiser. Sensing that the Brutix hull could be refined further, it was decided to remove all notion of active defense from it to favor improvements to its already significant damage potential. The final outcome of this experiment resulted in the Brutix Navy Issue, a vessel that already shows great potential from the few skirmishes it has been into so far.",Gallente
33153,Drake Navy Issue,"After the resounding success tied to the launch of the Drake-class Battlecruiser, the Caldari Navy signed up a massive order to acquire a specific version for its own arsenals. The outcome, the Drake Navy Issue, while sharing a similar look with its step-father, serves a completely different purpose on the battlefield. Being more mobile, able to project missiles more effectively at range, against smaller targets and on a wider selection of damage types, this ship is ideal to support small scale conflicts and raids.",Caldari
33155,Harbinger Navy Issue,"While the Harbinger is a formidable vessel on its own, recent reports have raised its lack of flexibility as a noteworthy concern in the ever-shifting fleet tactic doctrines. Working hard to correct this problem, Imperial engineers came up with the improved Navy Issue variant. Boasting upgraded tracking systems, enhanced resilience and an advanced medium slot configuration layout, the Harbinger Navy Issue is a radical change over its predecessor, capable of astounding performance in a much wider spectrum of engagements.",Amarr
33157,Hurricane Fleet Issue,"In YC 115, after much heated discussion, CONCORD issued a decree stating the Hurricane-Class Battlecruiser was far too effective to stay under its current technological label, and demanded the Minmatar Republic to either cease production or sort it as a more technologically advanced craft. The Tribal Council grudgingly complied by releasing a simplified version of the Hurricane, then quickly exploited a loophole in the legislation and began using the original overpowered hull as part of its active fleet force. And that is how, after a new paint coat and renaming fees that the Hurricane Fleet Issue came to be.",Minmatar
33190,Tash-Murkon Magnate,"This Magnate-class frigate is one of the most decoratively designed ship classes in the Amarr Empire, considered to be a pet project for a small, elite group of royal ship engineers for over a decade. The frigate's design has gone through several stages over the past decade, and new models of the Magnate appear every few years.<br><br>In recent times the royal Amarr Houses have shown increased interest in the design. House Tash-Murkon came to the fore in Amarr politics only after the fall of another, disgraced house, and while they possess great wealth and considerable power, some feel they do not command the respect of the original, highborn royal Houses. This Magnate is a clear statement by house Tash-Murkon that they possess all the grandeur and powerful grace required to stand beside the most pious of Amarr, and despite a few nattering voices claiming they are yet again trying to purchase divinity, most people applaud the vessel as a proper effort to honor the glory of the Almighty.",Amarr
33328,Capsule - Genolution 'Auroral' 197-variant,"This hydrostatic capsule is a unique variant on the standard model. Its golden sheen is nominally decorative material, whose role and purpose are highly classified and which dissipates entirely upon reprocessing. It is known that the capsule's regular building materials are intermixed with traces of another matter, the exact nature of which remains unknown to everyone outside Genolution's research facilities, even the capsuleers themselves. 

Theories on the subject include Fullerene Intercalated Graphite polymer for better function of internal parts without the added heat of internal friction; a meld of Fullerite-C320 and Fullerite-C540 for an extra-strength shell that can better withstand the rigors of continued operation under stress (albeit not, sadly, withstand a few direct hits from another vessel's weapon), or just a thin coating of some newly invented sheen compound.

The capsule's primary function remains to keep the capsuleer alive - even to the point of sending their consciousness to a nearby cloning vat, in the event of imminent obliteration - and allowing for the operation of the massive interstellar vessels in which the capsule is usually encased. This variant can only be operated by those capsuleers wearing the <a href=showinfo:33329>Genolution 'Auroral' AU-79</a> implant, and will be automatically replaced upon destruction.",Jove
